ID,District_Name,District_Hospital_Name,CHCs,Month,Patient_Registration_%,Appointment_Utilization_%,OPD_Growth_%,Bed_Occupancy_%,Pharmacy_Fulfillment_%,Lab_TAT_Hours,Radiology_Utilization_%,OPD_Billing_Accuracy_%,IPD_Discharge_Summary_%,OT_Utilization_%,Surgery_Success_%,Emergency_Response_Min,Staff_Attendance_%,Claim_Settlement_%,Patient_Satisfaction_%,Ambulance_Response_Min,Consultancy Type,% Patient having ABHA ID,HFR_Registred,Time for Initial Assessment of Indoor Patients (min),% of Unplanned Return to OT,Mortality Ratio for ICU (%),Return to ICU within 48 hrs (%),TAT for the Issue of Blood (min),Ambulance Utilization Rate (%),Ambulance Medication/Equipment Availability (%)
HR25F0846,Sonipat,Sonipat-DH,Purkhas,01-07-2025,66.5,73,11,59.3,83,10.0,87,83,97,39.1,98,12,95,81,91.3,13.5,Follow-up,42,Yes,25,5,0,1,16,57.5,52.5
HR25F0847,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-07-2025,39.5,44.9,4,78.4,80,8.3,71,98,87,66.4,97,8,78,75,87.7,19.5,New,84.7,Yes,22,1,3,1,43,38.6,62.5
HR25F0848,Yamunanagar,Yamunanagar-DH,Naharpur,01-07-2025,51.5,46.1,6,42.7,77,6.8,53,95,74,62.5,99,21,92,76,78.5,10,Follow-up,48.7,Yes,21,3,3,2,26,74.1,67.5
HR25F0849,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-07-2025,77,84,8,55.5,74,4.8,70,90,77,49.5,85,17,80,81,91.3,19,Telemedicine,86,Yes,43,3,2,2,30,58.7,76.3
HR25F0850,Yamunanagar,Yamunanagar-DH,Sadhaura,01-07-2025,68,55.9,3,75.8,89,5.7,30,92,99,52.1,94,15,79,90,85.8,10,New,34,Yes,34,5,2,3,74,15,46.3
HR25F0851,Yamunanagar,Yamunanagar-DH,Chhachhrauli,01-07-2025,41,53.4,3,51.6,79,5.0,83,80,73,91.1,92,9,97,75,40,10,New,64.7,Yes,15,4,1,3,16,70.5,63.8
HR25F0852,Yamunanagar,Yamunanagar-DH,Bilaspur,01-07-2025,56,49.8,14,51.6,97,7.6,70,95,100,35.2,100,5,100,61,58.3,19,Follow-up,50,Yes,19,2,3,3,74,70.5,81.3
HR25F0853,Yamunanagar,Yamunanagar-DH,Khizrabad,01-07-2025,41,57.1,12,35.1,87,6.2,58,80,92,61.2,91,6,78,60,82.2,19,Follow-up,51.3,No,54,2,0,3,59,63.5,58.8
HR25F0854,Yamunanagar,Yamunanagar-DH,Akbarpur,01-07-2025,63.5,69.3,4,86,82,4.7,35,80,81,33.9,90,8,93,93,84,12.5,New,40.7,Yes,50,3,2,0,64,31.5,51.3
HR25F0855,Ambala,Ambala-DH,Mullana,01-08-2025,93.5,77.9,1,49.1,81,5.2,38,83,93,67.7,85,19,86,95,60.2,14.5,Telemedicine,66,No,13,3,1,1,54,75.3,67.5
HR25F0856,Ambala,Ambala-DH,Chaurmastpur,01-08-2025,89,46.1,4,56.7,73,7.3,55,95,93,71.6,97,22,81,66,49.2,14.5,Follow-up,71.3,Yes,44,4,2,2,77,24.5,82.5
HR25F0857,Ambala,Ambala-DH,Shahzadpur,01-08-2025,93.5,68.1,12,82.2,76,8.0,80,100,71,37.8,100,24,94,76,95,19.5,Online,88.7,Yes,40,0,3,1,23,78.8,83.8
HR25F0858,Ambala,Ambala-DH,Brara,01-08-2025,92,90.1,1,94.9,74,8.0,72,85,77,71.6,94,9,84,81,43.7,19.5,New,70,Yes,59,5,2,2,30,23.3,45
HR25F0859,Ambala,Ambala-DH,Ambli,01-08-2025,51.5,55.9,9,51.6,70,6.9,62,81,86,33.9,100,11,84,74,93.2,10,Online,50,Yes,10,2,0,4,81,38.6,82.5
HR25F0860,Bhiwani,Bhiwani-DH,Kairu,01-08-2025,62,62,2,58,86,5.5,37,100,97,31.3,93,19,84,76,82.2,16,New,30,No,30,3,1,4,66,19.7,90
HR25F0861,Bhiwani,Bhiwani-DH,Manheru,01-08-2025,56,86.4,3,73.3,94,3.0,38,91,71,72.9,87,8,96,76,84,12.5,New,83.3,No,20,0,0,1,18,54,78.8
HR25F0862,Bhiwani,Bhiwani-DH,Jamalpur,01-08-2025,42.5,62,2,68.2,76,6.2,76,96,98,69,88,21,99,95,67.5,18.5,Telemedicine,47.3,No,20,5,0,0,66,32.7,52.5
HR25F0863,Bhiwani,Bhiwani-DH,Dhanana,01-08-2025,92,81.6,2,70.7,84,5.8,56,84,86,66.4,88,13,81,84,95,17.5,New,38,Yes,42,4,3,2,89,46.9,42.5
HR25F0864,Bhiwani,Bhiwani-DH,Miran,01-08-2025,45.5,40,2,74.5,99,6.0,71,99,83,69,97,17,85,70,82.2,16.5,Telemedicine,38,Yes,20,0,2,3,69,31.5,58.8
HR25F0865,Charkhi Dadri,Charkhi Dadri-DH,Gopi,01-08-2025,56,88.9,9,56.7,94,5.9,44,93,98,49.5,97,7,95,75,78.5,19,Follow-up,67.3,Yes,58,2,1,0,84,16.2,51.3
HR25F0866,Charkhi Dadri,Charkhi Dadri-DH,Bondkalan,01-08-2025,93.5,68.1,1,91.1,99,3.9,61,83,87,75.5,96,24,82,73,91.3,19,Telemedicine,36.7,No,20,2,0,3,28,23.3,68.8
HR25F0867,Charkhi Dadri,Charkhi Dadri-DH,Jhojukalan,01-08-2025,42.5,65.7,2,42.7,94,6.6,42,94,98,78.1,99,26,91,78,80.3,20,Follow-up,66,Yes,24,4,0,1,19,48.1,42.5
HR25F0868,Faridabad,ESIC Medical College,Kurali,01-08-2025,60.5,85.2,15,52.9,74,6.7,87,98,93,71.6,99,21,85,78,62,14,Online,36.7,Yes,34,2,1,3,15,61.1,63.8
HR25F0869,Faridabad,ESIC Medical College,Pali,01-08-2025,59,85.2,8,82.2,71,6.8,79,85,92,85.9,87,16,75,76,91.3,11,New,32.7,Yes,51,3,3,2,42,50.5,81.3
HR25F0870,Faridabad,ESIC Medical College,Tigaon Kheri,01-08-2025,57.5,65.7,6,46.5,74,7.1,32,89,88,36.5,92,15,87,91,95,20,Follow-up,42,Yes,34,5,1,0,11,58.7,80
HR25F0871,Faridabad,ESIC Medical College,Kalan,01-08-2025,57.5,82.8,4,51.6,71,6.6,34,88,98,92.4,97,21,92,69,95,13,Online,64.7,Yes,30,3,3,4,71,63.5,63.8
HR25F0872,Fatehabad,Fatehabad-DH,Bhattukalan,01-08-2025,65,43.7,8,33.8,70,5.2,79,88,75,79.4,89,15,79,74,67.5,14.5,Online,39.3,Yes,47,1,2,2,66,20.9,71.3
HR25F0873,Fatehabad,Fatehabad-DH,Bhuna,01-08-2025,83,77.9,4,82.2,84,5.7,83,82,81,50.8,99,9,84,66,41.8,15.5,New,38,No,50,3,3,1,24,45.7,78.8
HR25F0874,Fatehabad,Fatehabad-DH,Jakhal,01-08-2025,57.5,49.8,7,69.5,80,5.9,77,84,73,71.6,93,18,83,70,87.7,12.5,Follow-up,58,No,38,3,0,3,19,24.5,88.8
HR25F0875,Fatehabad,Fatehabad-DH,Badopal,01-08-2025,45.5,77.9,4,52.9,81,5.9,43,93,73,56,89,11,76,81,63.8,19.5,Follow-up,87.3,No,36,0,3,3,22,52.8,78.8
HR25F0876,Fatehabad,Fatehabad-DH,Bothankalan,01-08-2025,42.5,60.8,3,30,85,7.2,32,87,79,44.3,87,30,98,62,91.3,11.5,New,75.3,No,47,5,0,3,41,35.1,80
HR25F0877,Gurgaon,Gurgaon-DH,Farukhnagar,01-08-2025,39.5,69.3,8,41.5,74,6.7,74,89,92,85.9,93,28,80,63,91.3,14,Follow-up,70,No,19,2,3,1,15,17.4,42.5
HR25F0878,Gurgaon,Gurgaon-DH,Bhora,01-08-2025,75.5,79.1,3,72,95,8.7,56,95,75,36.5,90,30,99,68,56.5,11.5,Online,42,Yes,31,1,3,4,24,58.7,60
HR25F0879,Gurgaon,Gurgaon-DH,Kalan,01-08-2025,86,62,2,46.5,79,8.9,78,85,99,40.4,90,20,80,66,71.2,11.5,New,48.7,Yes,35,0,2,0,87,55.2,47.5
HR25F0880,Gurgaon,Gurgaon-DH,Ghangola,01-08-2025,92,79.1,1,94.9,85,5.9,30,100,93,62.5,94,28,80,93,82.2,17.5,Follow-up,55.3,Yes,11,1,1,1,81,23.3,86.3
HR25F0881,Hisar,Maharaja Agrasen Medical College,Siswal,01-08-2025,77,66.9,6,51.6,74,3.0,74,88,99,63.8,98,16,92,93,43.7,19,Telemedicine,54,Yes,50,0,3,3,85,58.7,86.3
HR25F0882,Hisar,Maharaja Agrasen Medical College,Mangali,01-08-2025,80,41.2,7,44,96,7.6,30,97,76,36.5,88,27,100,88,74.8,13.5,New,39.3,Yes,58,2,1,0,74,63.5,50
HR25F0883,Hisar,Maharaja Agrasen Medical College,Aryanagar,01-08-2025,57.5,43.7,5,46.5,88,5.0,52,94,82,92.4,100,6,90,77,43.7,15,Follow-up,75.3,Yes,11,2,2,3,68,41,58.8
HR25F0884,Hisar,Maharaja Agrasen Medical College,Uklana,01-08-2025,71,49.8,1,93.6,83,4.7,63,92,95,57.3,100,16,85,86,74.8,16.5,Online,40.7,Yes,53,0,3,3,57,71.7,61.3
HR25F0885,Hisar,Maharaja Agrasen Medical College,Mirchpur,01-08-2025,77,49.8,1,59.3,100,5.2,47,83,71,62.5,91,27,89,90,91.3,17.5,Online,84.7,No,10,3,0,0,86,28,56.3
HR25F0886,Hisar,Maharaja Agrasen Medical College,SisaiBola,01-08-2025,48.5,92.6,5,40.2,87,5.2,60,98,77,82,87,28,79,78,76.7,14.5,Online,80.7,Yes,19,2,0,4,66,54,42.5
HR25F0887,Hisar,Maharaja Agrasen Medical College,Khanda,01-08-2025,72.5,54.7,10,79.6,82,6.6,89,98,79,70.3,90,23,81,65,49.2,11.5,Online,63.3,No,44,1,0,4,29,75.3,52.5
HR25F0888,Hisar,Maharaja Agrasen Medical College,Kheri,01-08-2025,56,59.6,10,72,93,3.6,36,98,95,87.2,95,8,76,62,84,13.5,New,64.7,No,16,3,3,0,15,54,81.3
HR25F0889,Hisar,Maharaja Agrasen Medical College,Sorkhi,01-08-2025,95,54.7,10,33.8,99,4.3,51,95,71,93.7,92,7,89,66,60.2,15,Follow-up,83.3,Yes,43,2,2,4,23,17.4,55
HR25F0890,Jhajjar,Jhajjar-DH,Dighal,01-08-2025,36.5,49.8,10,31.3,100,6.3,60,100,80,41.7,99,17,84,88,43.7,18,Online,59.3,No,44,2,0,0,75,50.5,85
HR25F0891,Jhajjar,Jhajjar-DH,Dhakla,01-08-2025,59,69.3,14,59.3,75,6.6,62,90,100,57.3,86,19,86,84,49.2,14,New,35.3,Yes,11,0,3,0,43,74.1,62.5
HR25F0892,Jhajjar,Jhajjar-DH,Jamalpur,01-08-2025,36.5,84,13,56.7,94,6.7,74,83,94,91.1,98,7,85,79,40,11.5,New,88.7,No,60,2,1,4,73,49.3,55
HR25F0893,Jhajjar,Jhajjar-DH,Dubaldhan,01-08-2025,86,49.8,6,78.4,91,4.7,74,90,100,58.6,100,22,85,84,93.2,10.5,Online,80.7,Yes,26,5,1,0,83,69.4,78.8
HR25F0894,Jhajjar,Jhajjar-DH,Badli,01-08-2025,47,57.1,14,36.4,88,4.4,87,88,74,93.7,87,10,82,76,41.8,19.5,Online,36.7,Yes,46,4,0,2,63,78.8,80
HR25F0895,Jhajjar,Jhajjar-DH,Charra,01-08-2025,90.5,68.1,1,83.5,78,5.1,77,89,84,75.5,86,14,88,94,51,17,Follow-up,31.3,No,36,5,0,4,82,62.3,77.5
HR25F0896,Jind,Jind-DH,Jullana,01-08-2025,71,60.8,3,51.6,100,6.2,61,95,98,56,85,11,91,69,67.5,18.5,Telemedicine,60.7,No,37,5,0,0,74,68.2,73.8
HR25F0897,Jind,Jind-DH,Kalwa,01-08-2025,48.5,49.8,3,33.8,85,7.9,40,96,86,67.7,93,6,90,67,82.2,11.5,Online,43.3,No,46,4,0,2,90,31.5,86.3
HR25F0898,Jind,Jind-DH,Kharakramji,01-08-2025,63.5,70.6,2,73.3,71,3.0,37,82,97,52.1,96,15,77,62,56.5,18,Telemedicine,70,No,33,4,1,0,35,46.9,78.8
HR25F0899,Jind,Jind-DH,Ujhana,01-08-2025,80,88.9,9,84.7,86,5.5,37,80,81,46.9,99,13,81,70,95,14.5,Telemedicine,63.3,No,19,0,1,0,10,75.3,66.3
HR25F0900,Jind,Jind-DH,Kandela,01-08-2025,81.5,93.8,5,91.1,97,3.9,37,91,79,31.3,90,17,81,80,69.3,17,Follow-up,72.7,No,32,5,0,2,52,26.8,62.5
HR25F0901,Jind,Jind-DH,Muana,01-08-2025,66.5,75.4,5,100,77,3.5,40,93,98,53.4,85,23,82,60,89.5,19.5,Online,46,No,22,5,2,4,58,31.5,75
HR25F0902,Jind,Jind-DH,Alewa,01-08-2025,59,51,13,96.2,82,7.1,82,86,86,70.3,90,22,86,65,52.8,12.5,Follow-up,82,Yes,53,4,2,0,13,33.9,65
HR25F0903,Kaithal,Kaithal-DH,Kaul,01-08-2025,84.5,90.1,4,54.2,80,6.6,76,84,71,48.2,100,14,95,78,74.8,12.5,Online,52.7,No,20,2,3,1,13,69.4,80
HR25F0904,Kaithal,Kaithal-DH,Siwan,01-08-2025,53,46.1,11,51.6,89,6.4,65,85,81,75.5,88,29,80,63,80.3,10.5,Online,59.3,No,48,0,2,4,50,56.4,63.8
HR25F0905,Kaithal,Kaithal-DH,Rajaund,01-08-2025,57.5,57.1,9,82.2,93,7.1,60,95,83,37.8,85,30,97,71,52.8,13.5,New,76.7,No,35,3,3,4,65,32.7,85
HR25F0906,Kaithal,Kaithal-DH,Pundri,01-08-2025,44,86.4,11,86,78,5.1,84,88,78,70.3,94,14,75,60,76.7,19,New,52.7,Yes,31,1,2,4,86,55.2,87.5
HR25F0907,Karnal,Kalpana Chawala Medical College,Taraori,01-08-2025,72.5,92.6,1,59.3,82,5.2,80,86,93,52.1,90,16,96,93,91.3,15.5,New,76.7,Yes,29,0,2,3,41,72.9,51.3
HR25F0908,Karnal,Kalpana Chawala Medical College,Gharunda,01-08-2025,63.5,58.3,15,38.9,96,8.9,66,92,81,95,98,14,80,76,95,16,Online,51.3,No,51,1,3,0,76,54,53.8
HR25F0909,Karnal,Kalpana Chawala Medical College,Nissing,01-08-2025,57.5,52.2,1,96.2,83,5.5,57,84,86,41.7,85,21,97,87,52.8,11,Online,43.3,No,11,2,1,0,38,17.4,45
HR25F0910,Karnal,Kalpana Chawala Medical College,Kunjpura,01-08-2025,41,73,12,40.2,94,6.9,46,86,79,61.2,97,20,95,77,84,12.5,Follow-up,55.3,No,14,5,1,1,22,31.5,45
HR25F0911,Karnal,Kalpana Chawala Medical College,Ballah,01-08-2025,45.5,75.4,10,41.5,74,5.8,62,82,93,95,93,24,84,70,65.7,10,Follow-up,42,No,14,5,3,3,82,72.9,76.3
HR25F0912,Karnal,Kalpana Chawala Medical College,Nigdu,01-08-2025,45.5,58.3,6,73.3,81,3.2,40,88,73,36.5,88,23,95,92,41.8,11.5,Online,55.3,No,14,4,2,3,89,44.5,41.3
HR25F0913,Karnal,Kalpana Chawala Medical College,Sambhli,01-08-2025,50,77.9,8,75.8,95,3.0,40,93,74,89.8,96,18,85,85,58.3,16.5,New,34,No,31,3,1,4,26,33.9,58.8
HR25F0914,Karnal,Kalpana Chawala Medical College,Padha,01-08-2025,84.5,76.7,7,47.8,90,5.0,33,90,88,59.9,87,30,77,87,73,12,New,76.7,Yes,12,3,0,1,52,42.2,68.8
HR25F0915,Kurukshetra,Kurukshetra-DH,Pehowa,01-08-2025,90.5,53.4,7,45.3,95,7.3,77,81,91,30,92,21,90,72,63.8,19.5,Follow-up,44.7,Yes,34,4,0,2,30,19.7,43.8
HR25F0916,Kurukshetra,Kurukshetra-DH,Ladwa,01-08-2025,66.5,93.8,9,63.1,83,6.9,54,80,70,85.9,90,21,79,95,49.2,11,Telemedicine,84.7,No,22,5,2,1,75,76.5,77.5
HR25F0917,Kurukshetra,Kurukshetra-DH,Mathana,01-08-2025,56,69.3,4,84.7,75,7.1,55,87,93,52.1,93,29,91,66,58.3,13,Online,56.7,No,20,1,2,3,71,30.4,82.5
HR25F0918,Kurukshetra,Kurukshetra-DH,Jhansa,01-08-2025,81.5,64.4,15,54.2,91,4.4,31,94,72,43,99,16,75,82,89.5,12.5,New,48.7,Yes,24,0,1,3,73,42.2,50
HR25F0919,Kurukshetra,Kurukshetra-DH,Barana,01-08-2025,78.5,46.1,3,84.7,72,8.0,34,85,92,49.5,92,19,85,77,43.7,14,New,30,Yes,45,4,3,2,84,49.3,46.3
HR25F0920,Kurukshetra,Kurukshetra-DH,Babain,01-08-2025,53,49.8,4,83.5,81,4.5,72,98,97,45.6,91,30,94,91,43.7,14,Follow-up,38,Yes,10,4,0,1,75,48.1,67.5
HR25F0921,Mahendragarh,Mahendragarh-DH,Ateli,01-08-2025,92,77.9,2,70.7,72,6.1,49,86,86,58.6,92,27,90,92,80.3,11.5,Online,31.3,No,60,1,3,0,86,30.4,48.8
HR25F0922,Mahendragarh,Mahendragarh-DH,Nangal‑sirohi,01-08-2025,47,91.3,4,70.7,89,5.8,62,95,71,70.3,95,12,75,77,69.3,10.5,Follow-up,50,No,13,3,3,4,56,45.7,55
HR25F0923,Mahendragarh,Mahendragarh-DH,Nangal‑chaudhry,01-08-2025,74,82.8,2,72,84,5.6,88,83,97,95,91,25,78,70,73,10.5,Follow-up,75.3,No,22,0,1,0,51,61.1,52.5
HR25F0924,Mahendragarh,Mahendragarh-DH,Satnali,01-08-2025,89,68.1,2,54.2,81,7.7,58,91,74,83.3,97,18,77,85,56.5,15.5,New,40.7,No,25,2,3,2,81,36.3,43.8
HR25F0925,Mahendragarh,Mahendragarh-DH,Sehlang,01-08-2025,56,80.3,6,98.7,90,4.8,67,93,91,43,95,13,89,71,49.2,13.5,Telemedicine,63.3,No,54,4,0,3,43,23.3,82.5
HR25F0926,Mahendragarh,Mahendragarh-DH,Dochana,01-08-2025,92,52.2,2,82.2,100,3.9,65,85,98,65.1,98,18,83,60,54.7,13,New,75.3,Yes,56,0,3,2,12,26.8,86.3
HR25F0927,Mewat,SHKM‑Medical College,Ferozepur Zhirka,01-08-2025,51.5,76.7,10,40.2,73,5.8,52,97,73,89.8,95,12,90,74,45.5,15,New,86,Yes,60,1,2,1,17,64.6,42.5
HR25F0928,Mewat,SHKM‑Medical College,Punhana,01-08-2025,42.5,55.9,4,73.3,82,5.2,65,91,95,44.3,92,20,79,73,45.5,19,Online,39.3,No,56,5,1,1,61,67,82.5
HR25F0929,Mewat,SHKM‑Medical College,Tauru,01-08-2025,35,43.7,15,61.8,93,10.0,81,86,88,61.2,96,12,92,87,78.5,15,Telemedicine,32.7,Yes,25,4,3,3,30,55.2,88.8
HR25F0930,Palwal,Palwal-DH,Aurangabad,01-08-2025,53,93.8,4,37.6,88,6.8,42,97,94,30,90,11,93,74,93.2,14,Follow-up,34,Yes,43,5,3,0,46,16.2,83.8
HR25F0931,Palwal,Palwal-DH,Hathin,01-08-2025,35,88.9,15,92.4,95,5.2,64,87,83,79.4,90,11,93,91,78.5,12,Follow-up,80.7,Yes,17,3,2,2,72,26.8,76.3
HR25F0932,Palwal,Palwal-DH,Sondhad,01-08-2025,95,64.4,9,75.8,74,4.3,53,84,92,62.5,97,24,77,72,74.8,13,New,39.3,No,59,3,3,3,23,35.1,40
HR25F0933,Palwal,Palwal-DH,Alawalpur,01-08-2025,48.5,80.3,5,68.2,85,3.1,55,85,73,30,93,27,94,74,91.3,10,New,51.3,No,51,4,2,1,48,42.2,90
HR25F0934,Palwal,Palwal-DH,Dudhola,01-08-2025,89,40,14,70.7,84,4.3,51,97,98,91.1,87,21,99,79,56.5,14.5,New,80.7,No,16,5,2,1,76,78.8,50
HR25F0935,Panchkula,Panchkula-DH,Raipurrani,01-08-2025,83,91.3,8,31.3,97,5.9,30,99,99,83.3,92,22,97,83,85.8,15.5,Follow-up,30,Yes,59,1,2,2,31,23.3,72.5
HR25F0936,Panchkula,Panchkula-DH,Nanakpur,01-08-2025,44,62,4,69.5,100,7.8,49,95,96,78.1,87,10,80,60,80.3,10,New,47.3,No,42,0,3,4,15,36.3,45
HR25F0937,Panchkula,Panchkula-DH,Morni,01-08-2025,71,64.4,8,98.7,77,7.3,30,90,70,46.9,89,19,94,90,43.7,11.5,Online,44.7,Yes,12,0,0,1,41,18.5,90
HR25F0938,Panipat,Panipat-DH,Ahar,01-08-2025,56,47.3,7,42.7,94,6.2,81,91,78,59.9,87,7,78,87,74.8,18.5,New,32.7,Yes,20,3,3,1,30,39.8,53.8
HR25F0939,Panipat,Panipat-DH,Dadlana,01-08-2025,93.5,65.7,0,45.3,78,5.4,59,95,98,46.9,85,26,90,68,51,11.5,Follow-up,78,No,18,1,0,4,79,49.3,82.5
HR25F0940,Panipat,Panipat-DH,Bapoli,01-08-2025,41,71.8,2,63.1,83,6.2,49,90,98,33.9,90,9,96,86,93.2,11.5,Follow-up,60.7,Yes,36,3,2,1,16,72.9,40
HR25F0941,Panipat,Panipat-DH,Mathloda,01-08-2025,60.5,80.3,15,65.6,82,5.1,54,99,76,52.1,89,11,87,89,74.8,14.5,Follow-up,70,No,27,4,2,4,85,71.7,75
HR25F0942,Panipat,Panipat-DH,Naultha,01-08-2025,62,90.1,1,73.3,84,8.2,40,93,96,65.1,86,11,87,61,63.8,13,New,36.7,No,42,4,0,0,72,50.5,60
HR25F0943,Panipat,Panipat-DH,Naraina,01-08-2025,95,59.6,10,74.5,88,5.5,42,93,86,92.4,100,24,97,70,65.7,18.5,Online,35.3,No,38,5,2,3,56,63.5,70
HR25F0944,Panipat,Panipat-DH,Khotpura,01-08-2025,77,82.8,8,50.4,83,5.7,54,100,84,32.6,88,19,76,90,52.8,11,Follow-up,38,Yes,49,0,2,0,17,57.5,55
HR25F0945,Rewari,Rewari-DH,Gurawara,01-08-2025,71,60.8,4,98.7,100,3.0,69,98,80,78.1,91,12,83,60,63.8,19.5,Online,36.7,Yes,50,5,2,3,65,23.3,47.5
HR25F0946,Rewari,Rewari-DH,Bawal,01-08-2025,77,46.1,13,68.2,90,5.5,81,95,71,88.5,97,18,90,84,62,20,Follow-up,74,Yes,10,2,0,1,23,39.8,86.3
HR25F0947,Rewari,Rewari-DH,Nahar,01-08-2025,92,87.7,0,77.1,71,7.0,55,81,97,92.4,96,22,93,93,89.5,13,New,51.3,No,59,1,2,0,69,18.5,73.8
HR25F0948,Rewari,Rewari-DH,Mirpur,01-08-2025,47,86.4,5,49.1,78,4.3,55,84,86,57.3,85,14,85,87,85.8,13,Follow-up,47.3,No,57,1,3,0,60,16.2,53.8
HR25F0949,Rewari,Rewari-DH,Khol,01-08-2025,69.5,86.4,7,58,93,4.8,74,90,98,79.4,98,30,97,72,74.8,19,Follow-up,30,Yes,31,2,3,2,66,28,61.3
HR25F0950,Rohtak,Rohtak-DH,Kahanaur,01-08-2025,62,76.7,11,100,81,6.9,54,85,98,32.6,100,18,83,95,60.2,10,Online,83.3,No,48,0,0,0,61,35.1,45
HR25F0951,Rohtak,Rohtak-DH,Sampla Kiloi,01-08-2025,90.5,41.2,11,54.2,88,3.7,60,92,99,53.4,99,13,96,78,73,10,Online,70,No,18,4,0,3,25,20.9,70
HR25F0952,Rohtak,Rohtak-DH,Chiri,01-08-2025,87.5,40,0,70.7,91,7.3,70,88,79,49.5,96,24,91,86,74.8,13.5,New,31.3,Yes,20,3,1,4,79,25.6,85
HR25F0953,Rohtak,Rohtak-DH,Madina,01-08-2025,56,76.7,9,38.9,98,5.0,45,96,94,83.3,91,13,97,87,58.3,14,New,46,No,19,1,3,0,16,75.3,78.8
HR25F0954,Rohtak,Rohtak-DH,Lakhan Majra,01-08-2025,53,44.9,14,89.8,91,5.2,49,100,70,69,94,29,78,68,63.8,15.5,New,59.3,Yes,52,3,3,4,25,43.4,77.5
HR25F0955,Sirsa,Sirsa-DH,Rania,01-08-2025,89,46.1,13,63.1,79,4.3,30,83,86,57.3,89,27,93,63,43.7,15.5,Telemedicine,58,No,38,4,3,4,35,15,45
HR25F0956,Sirsa,Sirsa-DH,Odhan,01-08-2025,38,74.2,0,30,93,6.4,85,100,83,49.5,86,17,88,89,54.7,13,New,60.7,Yes,32,2,1,1,54,77.6,57.5
HR25F0957,Sirsa,Sirsa-DH,Bara‑Gudda,01-08-2025,81.5,86.4,3,77.1,94,9.2,47,100,70,57.3,97,15,78,67,49.2,15.5,Follow-up,35.3,No,28,3,1,2,44,28,82.5
HR25F0958,Sirsa,Sirsa-DH,Kalanwali,01-08-2025,53,75.4,14,36.4,89,6.9,84,81,86,32.6,91,18,97,89,49.2,15,Follow-up,35.3,No,57,1,0,0,41,71.7,71.3
HR25F0959,Sirsa,Sirsa-DH,Nathusari‑Chopta,01-08-2025,53,86.4,2,86,89,4.6,45,80,79,84.6,94,24,89,94,43.7,15,Follow-up,35.3,No,56,1,2,2,12,26.8,82.5
HR25F0960,Sirsa,Sirsa-DH,Madhosinghana,01-08-2025,93.5,42.4,1,30,96,7.4,36,93,72,35.2,92,16,97,60,65.7,13.5,New,35.3,Yes,25,1,0,3,16,29.2,60
HR25F0961,Sirsa,Sirsa-DH,Chautala,01-08-2025,66.5,62,13,69.5,90,5.4,42,85,87,59.9,89,29,80,61,51,12,New,43.3,Yes,32,3,3,1,57,71.7,86.3
HR25F0962,Sonipat,Sonipat-DH,Kharkhauda,01-08-2025,42.5,80.3,4,35.1,84,7.7,59,96,90,91.1,91,12,93,72,89.5,14.5,Follow-up,78,No,47,4,2,4,52,49.3,40
HR25F0963,Sonipat,Sonipat-DH,Badkhalsa,01-08-2025,90.5,92.6,4,96.2,98,6.9,74,89,81,35.2,90,5,89,93,54.7,10,New,66,No,26,3,2,0,57,19.7,47.5
HR25F0964,Sonipat,Sonipat-DH,Ganaur,01-08-2025,51.5,57.1,3,54.2,70,3.0,36,80,86,53.4,86,22,91,78,58.3,10.5,New,70,Yes,30,3,3,4,54,43.4,51.3
HR25F0965,Sonipat,Sonipat-DH,Juan,01-08-2025,72.5,68.1,11,50.4,86,4.4,42,95,76,39.1,90,9,78,78,67.5,10,New,62,Yes,46,1,0,1,42,29.2,51.3
HR25F0966,Sonipat,Sonipat-DH,Mundlana,01-08-2025,77,82.8,4,32.5,87,7.1,34,89,72,92.4,89,6,80,95,52.8,13.5,Follow-up,67.3,Yes,31,0,1,3,74,24.5,55
HR25F0967,Sonipat,Sonipat-DH,Firozepur‑bangar,01-08-2025,36.5,40,8,96.2,92,6.0,34,88,89,58.6,94,24,75,83,62,10.5,New,90,No,57,1,0,2,55,20.9,40
HR25F0968,Sonipat,Sonipat-DH,Purkhas,01-08-2025,78.5,82.8,13,100,71,4.4,34,100,86,56,96,24,82,66,74.8,20,New,48.7,Yes,28,3,3,1,90,43.4,43.8
HR25F0969,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-08-2025,62,60.8,13,100,83,4.9,49,92,93,92.4,92,17,75,64,80.3,14.5,New,74,No,38,1,2,3,30,62.3,82.5
HR25F0970,Yamunanagar,Yamunanagar-DH,Naharpur,01-08-2025,69.5,66.9,6,30,79,3.1,48,91,80,72.9,97,26,89,91,74.8,11.5,New,35.3,No,21,1,2,4,56,26.8,47.5
HR25F0971,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-08-2025,45.5,66.9,5,68.2,73,5.7,71,89,74,49.5,97,24,90,79,78.5,11,Follow-up,74,Yes,51,5,1,1,53,33.9,68.8
HR25F0972,Yamunanagar,Yamunanagar-DH,Sadhaura,01-08-2025,65,46.1,13,65.6,91,8.9,74,91,72,92.4,93,23,76,61,73,10,New,83.3,No,49,3,2,0,89,45.7,66.3
